692949.700929,5339058.28142
692949.707645,5339058.27774
692949.71436,5339058.27405
692949.721076,5339058.27037
692949.727793,5339058.26669
692949.734511,5339058.26301
692949.74123,5339058.25933
692949.74795,5339058.25564
692949.754671,5339058.25196
692949.781563,5339058.23723
692949.788288,5339058.23354
692949.795013,5339058.22985
692949.801739,5339058.22617
692949.808467,5339058.22248
692949.815195,5339058.21879
692949.821923,5339058.21511
692949.828653,5339058.21142
692949.855573,5339058.19667
692949.862301,5339058.19298
692949.86903,5339058.18929
692949.875758,5339058.1856
692949.882486,5339058.18191
692949.889214,5339058.17823
692949.909399,5339058.16716
692949.916127,5339058.16347
692949.922855,5339058.15978
692949.929583,5339058.15609
692949.936311,5339058.1524
692949.963226,5339058.13765
692949.969956,5339058.13396
692949.976687,5339058.13027
692949.983417,5339058.12658
692949.990148,5339058.1229
692950.010342,5339058.11183
692950.017073,5339058.10814
692950.023804,5339058.10445
692950.030536,5339058.10076
692950.037267,5339058.09706
692950.043999,5339058.09337
692950.064194,5339058.08229
692950.070926,5339058.07859
692950.077658,5339058.0749
692950.08439,5339058.07121
692950.091122,5339058.06751
692950.097855,5339058.06382
692950.11806,5339058.05274
692950.124796,5339058.04904
692950.131534,5339058.04535
692950.138271,5339058.04165
692950.145009,5339058.03796
692950.17196,5339058.02317
692950.178697,5339058.01947
692950.185434,5339058.01577
692950.192172,5339058.01207
692950.19891,5339058.00837
692950.219122,5339057.99727
692950.225859,5339057.99357
692950.232596,5339057.98987
692950.239332,5339057.98617
692950.246069,5339057.98247
692950.252805,5339057.97876
692950.273016,5339057.96766
692950.279754,5339057.96396
692950.286493,5339057.96026
692950.293231,5339057.95655
692950.29997,5339057.95285
692950.320185,5339057.94175
692950.326924,5339057.93804
692950.333662,5339057.93434
692950.340401,5339057.93064
692950.347141,5339057.92694
692950.35388,5339057.92323
692950.374099,5339057.91212
692950.380838,5339057.90842
692950.387577,5339057.90472
692950.394315,5339057.90101
692950.401054,5339057.89731
692950.421271,5339057.88619
692950.428011,5339057.88249
692950.434751,5339057.87878
692950.441492,5339057.87508
692950.448232,5339057.87137
692950.475196,5339057.85656
692950.481938,5339057.85285
692950.488681,5339057.84915
692950.495425,5339057.84544
692950.522408,5339057.83063
692950.529155,5339057.82693
692950.535902,5339057.82322
692950.542649,5339057.81952
692950.569638,5339057.80471
692950.576386,5339057.801
692950.583134,5339057.7973
692950.589882,5339057.7936
692950.596631,5339057.7899
692950.616877,5339057.77879
692950.623626,5339057.77509
692950.630376,5339057.77139
692950.637126,5339057.76769
692950.643878,5339057.76399
692950.65063,5339057.76029
692950.670891,5339057.7492
692950.677646,5339057.7455
692950.684402,5339057.7418
